"","United Health","AIA","Ping An","Chubb","Allianz","Aon","AXA","Tokio Marine"
"1",-0.00201772449674575,-0.0266511328045548,-0.0261401774022924,-0.00879434260934364,0.00112489466133892,-0.00599477566917062,-0.0108755471563338,-0.0441363341569693
"2",0.0102100036471557,0.00119047114427984,0.00436990170543394,0.014249731309609,0.00936327277589943,0.0114151516556742,0.0107202810208469,0.00532248526288792
"3",0.0477338232846951,0.0154578328704829,0.0180236853180511,0.0161707688753725,0.0263450988899803,0.0146937665309164,0.0413379136551495,0.0202517014751979
"4",-0.00936015019554126,0.00585477589221184,0.0152621243196567,-0.0141744208143439,-0.0177151046998322,-0.00545678569640329,-0.0224600358501323,0.0241305395820408
"5",-0.0112802754438015,0.00116424706671236,-0.00721569161819524,-0.0120843093869307,0.0055207972968252,-0.0141380732266048,0.00133595357568406,-0.0115910816339012
"6",0.00507065660363137,0.0209301682852001,0.00484547677740155,0.00151781540701368,0.0201317535527226,0.00417401637639725,0.0226785534503686,-0.00390900345613443
"7",0.00252253738098696,0.00227789455045668,0.00482207993382233,-0.0206827696683175,-0.010405506440365,-0.00149224715681329,-0.019045209270085,-0.023288664146478
"8",0.0109357560815162,0.0227272016691713,0.0395921539584789,-0.00027284834685104,0.019942048917198,-0.00149395234344873,0.0367021563994514,-0.005401201392775
"9",0.0125406384719946,-0.00777787345774272,0.01904217200562,0.0175739010031843,0.0131531642039122,0.021485614363298,0.0212931076911753,0.0082116548301534
"10",-0.00106357949138391,0.00447918720154994,-0.0804076203719881,-0.0085905761645878,-0.00245608369427464,-0.00698513897652264,0.00653096724665092,0.00459828252085259
"11",-0.000354903965707254,-0.00557403626835284,0.0295566953016673,-0.00288833787469756,0.00246213089381619,-0.00234475812017665,0.00623905643331391,0.01412332307185
"12",0.0350311233004956,0.00448449381261828,0.0358849634373219,0.000633673182053318,0.00561407752310372,-0.00126779750243311,0.00446437647170983,-0.015216165767471
"13",0.0414379093696353,0.00558033309521888,-0.0150115010610369,0.0261442897211221,0.0111654604428773,0.0121631270975566,0.0192590965435016,-0.00288070920162342
"14",-0.0162492374574814,-0.00221982329790849,0.0216879446772236,-0.00484884673355646,0.0196686375586355,-0.0133751553928984,0.00266493044485316,0.051477350001345
"15",-0.00348219177433851,0.010011081245588,0.00573750311045673,0.000177426685130655,0.00642976904899539,-0.00264785137102985,0.00314074324976654,-0.0019980343085193
"16",-0.0143356524284558,0.00770932076107411,-0.0211069100303919,-0.0141719416343015,-0.012777392870331,-0.00881408177013365,0.00433526306688758,0.0301586363088697
"17",-0.0140896138303328,0.0131147994989644,-0.011071755358136,-0.0179694995369604,0.00647138911162881,-0.0241053402139059,0.0038369048137501,0.00121481278217317
"18",0.00857455344477276,-0.0269688998928488,-0.0223927743829059,0.00759372552290105,0.0030454566146223,0.00374289032313913,0.0107501270070556,-0.00254802206880422
"19",-0.0287044983621465,0.00332603124091158,-0.00421969692233648,-0.0197037434974877,-0.0121454237199851,-0.0123931120295772,-0.0141811380450755,0.00717685702712378
"20",0.00978847982898667,-0.00110496774603464,-0.0230020355493318,0.0125042747700974,0.0174179440513054,0.0199891999339383,-0.00191795031914022,-0.0169084355139645
"21",0.00484655223511199,-0.0121682184342604,0.0334572475101051,0.0155520683044277,0.00839213003049011,0.0100161893653798,0.013451875801654,-0.0196556317426423
"22",0.00102034805450746,-0.0022395288730106,-0.0047961235068823,0.00549531235898271,-0.00399456218692973,0.00377304011840485,-0.00402933783361892,0.0499998682956944
"23",0.00833930293834984,-0.00112212211474505,0,0.0132591911834556,-0.00568212274698887,0.00644309407847143,-0.013802847763312,-0.0216016763584693
"24",-0.0112111187550148,-0.00674175091257478,-0.0132528865016558,-0.0019453120608649,0.00268920532240258,0.0288092856009465,0.00675664672588505,-0.014637627542152
